age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
42,4,242564,5,4,4,6,1,2,1,0,2205,40,39
34,6,353881,11,9,2,4,0,4,1,0,0,60,39
35,4,188243,11,9,0,7,4,4,0,0,0,48,39
56,1,61885,9,13,4,14,1,2,1,0,2001,65,39
19,4,188815,11,9,4,8,3,4,0,34095,0,20,39
22,0,34506,15,10,5,0,4,4,0,0,0,25,39
45,4,116255,11,9,4,4,1,2,0,0,0,40,39
25,2,315287,15,10,4,11,2,2,1,0,0,40,38
26,0,431861,0,6,5,0,1,4,1,0,0,40,39
36,4,132879,3,2,2,6,0,4,1,0,0,40,22
47,4,201865,11,9,2,14,0,4,1,0,0,40,39
21,4,178363,15,10,4,1,3,2,0,0,0,20,39
22,0,195143,15,10,4,0,3,4,0,0,0,29,39
20,4,157595,11,9,2,3,0,4,1,0,0,40,39
37,2,191364,7,12,2,4,0,4,1,0,0,40,10
41,0,27187,8,11,2,0,0,4,1,0,2415,12,39
44,4,171424,9,13,2,10,0,4,1,0,0,40,39
42,4,248094,11,9,2,14,0,4,1,0,1740,43,39
35,4,77792,11,9,2,4,0,4,1,0,0,45,39
42,2,19700,9,13,2,10,5,4,0,0,0,50,39
23,4,155818,9,13,4,1,3,4,0,0,0,40,39
33,4,169973,8,11,5,11,1,4,0,0,0,40,39
51,2,289390,12,14,2,10,0,4,1,7298,0,40,39
31,2,58624,11,9,4,14,3,4,1,0,0,40,39
49,4,144514,11,9,2,12,0,4,1,0,1887,45,39
44,4,151089,9,13,2,10,0,4,1,0,1902,50,39
38,6,112158,11,9,2,4,0,4,1,0,0,99,39
61,4,438587,4,3,2,7,0,2,1,0,0,40,39
48,4,431513,0,6,2,3,0,4,1,0,0,65,39
35,4,107302,9,13,2,12,0,4,1,0,0,40,39
34,2,194325,11,9,2,14,0,4,1,0,0,45,39
60,0,116961,5,4,6,0,4,4,0,0,0,20,39
63,4,294009,9,13,2,10,0,4,1,15024,0,45,39
44,4,238188,7,12,2,12,0,4,1,0,0,40,39
42,4,176716,12,14,4,4,1,4,1,0,0,40,39
46,4,149388,9,13,2,3,0,4,1,0,0,40,39
34,4,149943,11,9,4,8,1,1,1,0,0,40,24
27,4,389713,15,10,4,12,1,4,1,0,0,40,39
51,4,165278,8,11,0,12,1,4,1,0,0,46,39
28,4,89813,11,9,0,6,1,4,0,0,0,40,39
53,4,48343,11,9,2,14,0,4,1,0,1902,40,39
34,4,176711,11,9,0,8,3,4,1,0,0,40,39
46,6,157117,11,9,2,14,0,4,1,0,0,40,39
30,4,143766,15,10,4,3,1,4,1,0,0,40,39
36,4,334291,11,9,2,12,0,4,1,0,0,40,39
27,0,294642,11,9,5,0,4,2,0,0,0,40,39
35,4,302239,15,10,4,1,1,4,0,0,0,40,39
21,4,305423,11,9,4,7,3,4,1,0,0,40,39
21,0,140012,15,10,4,0,3,4,1,0,0,20,39
57,4,31532,9,13,2,14,0,4,1,0,0,40,39
60,6,176360,9,13,2,4,0,4,1,0,0,50,39
19,4,222866,0,6,4,5,2,4,1,0,0,40,39
31,4,250087,14,15,2,10,0,4,1,0,0,50,39
72,4,163921,15,10,6,1,4,2,0,0,0,20,39
44,4,205706,11,9,4,4,1,4,0,0,0,40,39
54,4,37237,9,13,2,10,0,4,1,0,0,40,39
34,4,19847,11,9,0,1,4,4,0,0,0,40,39
19,4,229756,11,9,4,12,3,4,1,0,0,50,39
42,6,27821,8,11,2,4,0,4,1,0,0,60,39
52,5,179951,14,15,2,4,0,4,1,0,0,40,39
27,4,84977,11,9,2,3,0,4,1,0,0,40,39
43,6,315971,12,14,4,4,1,4,0,0,0,40,39
40,5,279914,14,15,2,10,0,4,1,0,2415,40,39
40,4,191982,8,11,0,10,4,4,0,0,0,40,39
22,4,234474,15,10,4,1,3,2,0,0,0,25,39
26,4,122999,12,14,4,10,1,4,1,8614,0,40,39
37,4,49115,12,14,2,4,0,4,1,0,0,60,39
19,4,475028,11,9,4,12,3,4,0,0,0,20,39
56,4,398067,11,9,6,1,1,4,0,0,0,40,39
41,4,462964,11,9,0,4,1,4,1,2174,0,50,39
32,4,127384,8,11,2,3,0,4,1,0,0,55,39
26,4,339423,9,13,4,4,1,4,1,0,0,40,39
33,4,259301,15,10,2,14,0,4,1,0,0,41,39
23,4,110998,15,10,4,1,3,1,0,0,0,40,30
20,7,30796,15,10,4,1,3,4,0,0,0,10,39
45,4,103540,11,9,2,10,0,4,1,3103,0,40,39
23,4,229826,11,9,4,7,3,4,1,0,0,40,39
57,4,176904,0,6,0,3,4,4,1,0,0,40,39
36,4,131239,11,9,4,3,2,4,1,0,0,40,39
52,1,125796,11,9,4,1,1,2,1,0,0,40,39
20,4,104981,11,9,4,12,1,4,1,0,0,40,39
22,4,198148,15,10,4,1,3,4,1,0,0,50,39
20,4,91819,15,10,4,6,3,4,1,0,0,20,39
59,4,304779,5,4,2,7,0,4,1,0,0,40,39
40,4,157403,15,10,4,3,4,4,1,0,0,38,39
73,4,29778,11,9,6,8,1,4,0,0,0,37,39
31,2,243665,11,9,2,11,0,4,1,0,0,41,39
43,1,111483,8,11,2,10,0,4,1,3103,0,40,39
58,6,290670,9,13,2,4,0,4,1,0,0,55,39
35,4,110538,11,9,0,5,1,4,1,0,0,70,39
18,4,50119,0,6,4,8,1,2,1,0,0,20,39
36,4,306646,9,13,2,4,0,4,1,0,0,55,39
30,4,236543,15,10,2,10,0,4,1,0,0,68,39
41,4,219155,5,4,2,14,0,4,1,0,0,40,22
60,4,227468,15,10,6,11,1,2,0,0,0,40,39
32,7,169973,12,14,4,1,1,4,0,0,0,38,39
38,4,498785,11,9,2,6,0,4,1,0,0,40,39
35,4,308691,12,14,2,7,0,4,1,0,0,48,39
57,4,237691,11,9,2,8,0,4,1,0,0,40,26
23,4,123983,8,11,4,10,3,1,1,0,0,40,39
44,6,22933,11,9,2,4,0,4,1,0,0,40,39
25,4,189850,15,10,4,7,3,2,1,0,0,40,39
42,1,115932,9,13,0,1,3,4,1,0,0,40,39
38,4,257250,15,10,2,14,0,4,1,7298,0,60,39
28,4,230503,15,10,4,13,4,4,0,0,0,40,39
36,4,240323,11,9,5,12,4,2,0,0,0,17,39
28,4,167336,15,10,4,4,1,4,0,10520,0,40,39
33,4,196266,11,9,2,3,0,4,1,0,0,40,39
19,4,164123,1,7,4,8,1,2,1,0,0,40,39
75,4,71385,11,9,0,6,1,4,0,0,0,20,39
24,4,218215,8,11,4,1,3,4,0,0,0,20,39
25,5,163039,7,12,4,12,1,4,1,0,0,60,39
37,4,143582,8,11,4,1,1,3,0,4101,0,35,39
34,6,140011,14,15,2,10,0,4,1,0,0,55,39
19,4,199484,15,10,4,8,3,4,0,0,0,25,39
22,4,199698,15,10,4,12,3,4,1,0,0,15,39
45,4,187226,7,12,2,6,0,4,1,0,0,40,39
43,6,451019,9,13,4,12,3,4,1,0,0,35,39
48,4,377401,15,10,0,12,1,4,1,0,0,40,39
20,4,250630,15,10,4,12,1,4,0,0,0,20,39
32,4,215912,11,9,2,8,5,2,0,0,0,40,39
20,0,177161,11,9,4,0,3,3,0,0,0,45,39
42,4,183319,11,9,0,3,1,4,1,0,0,43,39
41,4,67339,1,7,2,6,0,4,1,7688,0,40,39
38,4,167440,11,9,2,7,0,4,1,0,0,40,39
39,4,243409,11,9,2,4,0,4,1,0,0,60,39
43,4,358677,8,11,0,3,1,2,1,0,0,40,39
43,6,144218,2,8,2,14,0,4,1,0,0,60,39
33,4,130021,11,9,2,14,0,4,1,0,0,40,39
34,4,381153,11,9,2,4,0,4,1,0,0,40,39
20,4,42706,15,10,4,1,1,4,1,0,0,25,39
40,4,390369,11,9,0,3,3,4,1,0,0,40,39
33,4,207561,9,13,4,1,1,2,1,0,0,40,39
43,4,188786,15,10,0,14,1,4,1,0,0,45,39
57,4,140426,10,16,2,13,0,4,1,0,1977,40,11
17,4,183110,1,7,4,6,3,4,1,0,0,16,39
22,4,97508,11,9,4,8,3,4,1,0,0,50,39
53,4,208570,11,9,2,12,5,4,0,0,0,26,39
62,4,96460,11,9,5,10,1,4,0,0,0,40,39
48,6,265477,7,12,2,10,0,4,1,0,0,40,39
23,4,148948,1,7,2,6,0,4,1,0,0,40,39
41,4,203761,9,13,2,10,0,4,1,0,0,40,39
49,4,50474,11,9,2,4,0,4,1,0,0,40,39
39,4,225605,11,9,2,5,0,4,1,0,0,24,39
40,4,139193,11,9,0,7,1,4,1,0,1980,48,39
40,2,99185,7,12,2,11,0,4,1,0,0,40,39
26,4,182178,15,10,2,3,0,4,1,2829,0,40,39
45,5,208049,7,12,0,4,1,4,0,0,1590,40,39
57,4,180920,0,6,2,3,0,4,1,0,0,43,39
45,2,304973,11,9,2,11,0,4,1,0,0,78,39
49,2,276247,15,10,2,11,0,4,1,0,0,40,39
60,4,125832,11,9,0,10,1,4,0,0,0,72,2
73,2,143437,11,9,2,4,0,4,1,0,0,20,39
22,4,86849,15,10,4,8,3,4,0,0,0,20,39
30,4,257874,9,13,4,12,1,4,0,0,0,30,39
21,4,193219,11,9,4,1,3,2,0,0,0,35,23
47,4,265097,11,9,2,7,0,4,1,0,0,40,39
38,4,331395,9,13,2,12,0,4,1,0,0,38,39
33,4,348152,15,10,4,1,1,4,1,0,0,40,39
57,2,121111,11,9,0,1,4,4,0,0,0,40,39
35,4,165007,8,11,2,3,0,4,1,4386,0,42,39
31,7,255830,7,12,4,1,3,2,0,0,0,45,39
44,6,567788,4,3,2,5,0,4,1,0,0,40,26
43,4,184846,11,9,6,7,4,4,0,0,0,60,39
53,5,251675,15,10,0,12,1,4,1,8614,0,50,5
54,4,425804,15,10,4,4,1,4,0,0,0,45,39
70,5,131699,9,13,0,4,4,4,0,0,0,55,39
29,4,196117,9,13,4,12,3,4,0,0,0,40,39
38,4,402522,3,2,0,5,4,4,1,0,0,40,37
42,4,162003,10,16,4,10,1,4,1,0,0,36,39
46,4,269284,7,12,6,1,4,4,0,0,0,40,39
38,4,289448,12,14,4,10,4,1,0,0,0,40,3
35,2,190226,11,9,4,11,3,4,1,0,0,40,39
60,4,235336,15,10,6,4,1,4,0,0,0,70,39
20,4,278155,15,10,4,1,3,4,1,0,0,40,39
52,4,225339,11,9,6,1,4,2,0,0,0,35,39
23,4,410439,11,9,0,10,3,4,1,0,0,20,39
42,7,248406,12,14,2,10,0,4,1,0,0,38,39
39,4,255027,8,11,0,4,4,2,0,0,0,40,39
38,1,248919,11,9,2,14,0,4,1,0,2051,40,39
18,4,90860,15,10,4,12,3,1,0,0,0,20,39
41,4,257758,2,8,2,3,0,4,1,0,0,40,39
42,2,238188,12,14,2,10,0,4,1,0,0,35,39
24,4,154165,6,5,0,8,3,4,0,0,0,40,39
84,4,388384,5,4,2,10,0,2,1,0,0,10,39
30,6,176185,7,12,2,12,0,4,1,0,0,60,20
33,4,115496,10,16,2,10,0,4,1,0,0,60,39
24,0,26671,11,9,4,0,2,0,0,0,0,40,39
33,7,400943,12,14,2,10,0,4,1,0,0,50,39
38,4,215392,8,11,2,10,5,4,0,7298,0,45,39
27,4,204984,15,10,2,1,0,4,1,0,1579,40,39
43,4,141858,1,7,2,6,0,4,1,0,0,40,39
34,4,154874,8,11,2,12,0,4,1,0,0,40,39
36,4,379522,11,9,2,3,0,4,1,15024,0,40,39
27,4,60374,11,9,6,3,4,4,0,0,1594,26,39
32,4,195891,9,13,4,1,1,4,1,0,0,55,39
38,6,230329,11,9,2,12,0,4,1,0,0,48,39
50,4,175029,11,9,2,6,0,4,1,0,0,40,39
39,6,83242,15,10,2,5,0,4,1,0,0,60,39
67,4,176835,15,10,0,4,1,4,0,0,0,40,39
52,6,182796,15,10,2,5,0,4,1,0,0,60,39
62,2,249078,9,13,0,10,1,2,0,0,0,40,39
29,6,96718,11,9,2,3,0,4,1,0,0,37,39
23,4,207546,1,7,2,7,0,4,1,0,0,40,39
46,4,188027,15,10,4,4,4,4,0,0,0,45,39
30,7,70617,12,14,2,10,0,1,1,0,0,10,3
62,2,197218,11,9,6,8,1,4,0,0,0,18,39
27,4,190303,11,9,2,3,0,4,1,0,0,40,39
51,4,159755,9,13,2,4,0,4,1,7688,0,40,39
23,4,228230,15,10,2,12,5,4,0,0,0,47,39
19,4,311974,3,2,4,7,2,4,1,0,0,40,26
42,4,249332,11,9,2,7,0,4,1,0,0,40,39
49,5,140644,9,13,2,12,0,4,1,5013,0,45,39
30,4,186269,9,13,2,13,0,4,1,0,0,40,39
45,4,87583,11,9,2,10,5,4,0,0,0,14,39
45,5,108100,9,13,2,4,5,1,0,99999,0,25,0
24,4,100961,11,9,4,8,1,4,0,0,0,40,39
20,4,470875,11,9,2,12,3,2,1,0,0,32,39
47,4,165937,11,9,2,7,0,4,1,0,0,50,39
39,4,189382,15,10,4,1,1,4,0,0,0,40,39
45,4,72618,8,11,0,4,1,4,1,0,0,60,39
19,6,215493,11,9,4,13,3,4,1,0,0,20,39
44,4,198096,9,13,2,12,0,4,1,7688,0,40,39
29,4,87523,11,9,4,12,3,4,0,0,0,40,39
19,4,123807,11,9,4,1,2,4,0,0,0,40,39
37,4,166744,11,9,0,8,4,4,0,0,0,12,39
44,4,408531,11,9,0,1,4,4,0,0,0,40,39
49,6,102110,11,9,2,13,0,4,1,0,0,30,39
39,4,163392,11,9,2,12,0,1,1,0,0,26,0
68,4,50351,12,14,4,1,1,4,0,6360,0,20,39
22,4,384787,6,5,4,12,2,4,0,0,0,40,26
34,4,287168,15,10,0,1,4,4,1,0,0,40,39
30,1,266463,11,9,2,1,0,4,1,0,0,40,39
44,4,456236,12,14,2,1,0,4,1,0,0,40,39
46,4,116143,9,13,2,5,0,4,1,0,0,40,39
70,6,124449,12,14,2,4,0,4,1,0,2246,8,39
58,0,142158,11,9,6,0,1,4,0,0,0,12,39
47,2,398397,12,14,4,13,1,4,1,0,0,40,39
26,4,211265,15,10,3,3,2,2,0,0,0,35,6
44,4,244974,11,9,2,12,0,4,1,0,0,60,39
50,4,263200,4,3,3,8,4,4,0,0,0,34,26
23,4,196674,15,10,5,3,1,4,1,0,0,40,39
53,4,168723,7,12,2,13,0,4,1,0,0,40,39
64,4,101077,14,15,6,10,1,4,0,0,2444,40,39
29,4,201404,11,9,4,7,1,4,1,0,0,56,39
22,4,126822,9,13,4,1,3,4,0,0,0,60,39
17,4,294485,0,6,4,8,3,4,1,0,0,30,39
62,0,31577,11,9,2,0,0,4,1,0,0,18,39
26,4,164488,9,13,4,10,1,4,1,13550,0,50,39
53,4,394474,7,12,4,1,4,2,0,0,0,40,39
47,2,200808,2,8,2,1,0,4,1,0,0,35,33
59,2,100776,8,11,0,1,1,4,0,0,0,40,39
50,4,305147,9,13,2,3,0,4,1,0,0,40,39
30,4,175931,15,10,2,6,0,4,1,0,0,44,39
30,4,149726,9,13,2,13,0,4,1,7688,0,40,39
23,4,232799,11,9,4,8,1,2,0,2977,0,55,39
52,4,261671,11,9,2,7,0,1,1,0,0,40,40
45,4,120131,15,10,2,3,0,4,1,0,1887,40,39
32,4,236396,11,9,2,6,0,4,1,0,0,40,39
46,4,306993,4,3,2,6,0,4,1,0,0,40,39
41,4,47902,15,10,2,12,0,4,1,0,0,35,39
29,4,269254,11,9,2,3,0,4,1,0,0,40,39
51,4,103824,11,9,4,8,1,2,1,0,0,40,14
48,4,240917,1,7,5,8,1,2,0,0,0,35,39
45,4,165822,9,13,2,4,0,4,1,0,0,50,39
51,6,94432,11,9,2,5,0,4,1,0,0,55,39
43,4,88233,15,10,2,14,0,4,1,0,0,60,39
26,4,213625,7,12,2,12,0,4,1,0,0,40,39
24,4,314823,11,9,4,12,3,4,1,0,0,40,6
59,4,201159,2,8,6,7,2,4,0,0,0,48,39
36,4,20507,11,9,2,3,0,4,1,7688,0,50,39
28,4,141957,9,13,2,10,0,4,1,0,0,50,39
38,4,185848,12,14,2,4,0,4,1,99999,0,70,39
35,4,117555,7,12,2,7,0,4,1,0,0,45,39
72,0,144461,7,12,2,0,0,4,1,0,0,16,39
55,4,234327,15,10,2,3,0,4,1,0,0,40,39
40,4,96129,11,9,2,12,0,4,1,0,0,72,39
61,6,151369,12,14,2,10,0,4,1,99999,0,30,39
31,6,203181,0,6,2,3,0,4,1,0,0,35,39
43,6,145441,14,15,2,10,0,4,1,0,0,30,39
43,4,483450,6,5,2,4,0,4,1,0,0,40,26
20,4,291979,11,9,4,12,4,4,1,0,0,35,39
39,4,63021,15,10,0,8,1,4,0,0,0,20,39
44,4,174373,7,12,2,3,0,4,1,0,0,40,39
34,4,421200,11,9,2,3,0,2,1,0,0,40,39
65,4,176796,10,16,6,10,1,4,0,0,0,40,39
40,4,144778,11,9,4,6,1,4,1,0,0,40,39
51,4,29887,11,9,0,4,1,4,1,0,0,44,39
69,0,138386,11,9,2,0,0,4,1,1409,0,35,39
18,4,118938,1,7,4,12,3,4,1,0,0,18,39
33,4,169886,2,8,5,8,4,4,0,0,0,50,6
35,4,126675,11,9,0,3,1,4,1,0,0,46,0
36,4,199217,11,9,0,6,1,4,1,0,0,40,26
26,4,258768,15,10,4,14,1,2,1,2174,0,75,39
22,4,174461,9,13,4,1,1,4,0,0,0,40,39
28,4,259609,11,9,4,3,3,4,1,0,0,50,39
35,1,226916,9,13,6,1,1,4,1,0,0,40,39
42,4,149210,9,13,2,10,0,4,1,7298,0,45,39
23,4,358434,9,13,4,10,4,2,0,0,0,40,39
33,1,182714,14,15,4,10,1,4,0,0,0,65,39
40,0,141583,9,13,4,0,4,2,0,0,0,35,39
28,4,205337,11,9,2,3,0,4,1,0,0,40,39
43,6,241055,12,14,2,12,0,4,1,0,0,45,39
47,6,159399,8,11,2,8,0,4,1,0,0,45,39
45,2,331482,7,12,0,13,3,4,1,0,0,40,39
18,4,173585,1,7,4,8,3,4,1,0,0,15,29
49,6,130206,11,9,0,8,1,4,0,0,0,40,39
23,4,233923,15,10,4,8,3,4,0,0,0,20,39
39,4,100032,11,9,2,11,5,4,0,0,0,15,39
28,4,204516,0,6,4,3,1,4,1,0,0,40,39
19,4,165505,15,10,4,12,3,4,0,0,0,20,39
29,4,193152,10,16,2,10,0,4,1,0,0,45,39
35,4,199288,1,7,5,14,1,4,1,0,0,90,39
31,4,102270,5,4,0,7,4,4,0,0,0,40,39
26,4,153169,0,6,2,6,0,4,1,0,0,40,39
22,4,383603,15,10,4,1,3,4,0,0,0,40,39
44,4,181265,7,12,0,3,1,4,1,0,0,50,39
25,4,114345,6,5,4,3,4,4,1,914,0,40,39
31,7,46492,8,11,4,3,3,4,1,0,0,40,39
20,4,50397,11,9,4,1,3,2,1,0,0,20,39
21,4,522881,8,11,4,4,2,4,1,0,0,40,26
52,6,289436,10,16,2,10,0,4,1,0,0,60,39
38,6,248694,15,10,2,3,0,4,1,0,0,36,39
48,4,149210,9,13,0,12,1,2,1,0,0,40,39
50,5,155574,12,14,2,10,0,4,1,7298,0,50,39
25,4,152035,11,9,4,1,4,4,0,0,0,40,39
44,5,144778,14,15,4,10,1,4,1,8614,0,50,39
26,4,157249,1,7,4,14,1,4,1,0,0,40,39
54,6,155965,11,9,2,5,0,4,1,0,0,56,39
53,7,119570,9,13,2,4,0,4,1,0,0,45,39
47,2,102628,15,10,2,8,0,4,1,0,0,40,39
23,2,203353,9,13,4,10,3,4,0,0,0,45,39
23,4,203139,15,10,4,8,2,4,0,0,0,40,39
61,4,345697,11,9,2,10,0,4,1,3103,0,40,39
28,4,221366,15,10,4,3,3,4,1,0,0,40,39
68,6,241174,5,4,2,4,0,4,1,0,0,16,39
37,4,348796,9,13,0,8,1,4,1,0,0,40,39
44,2,159449,15,10,2,11,0,4,1,0,0,80,39
29,4,205903,11,9,4,8,3,4,1,0,0,40,39
49,4,120121,10,16,2,10,0,4,1,7688,0,45,39
60,4,96660,11,9,0,12,2,4,0,0,0,33,39
41,7,47902,9,13,2,1,0,4,1,0,0,50,39
48,4,168462,11,9,2,14,0,4,1,0,0,40,39
58,0,147653,15,10,2,0,5,4,0,0,0,36,39
35,2,179151,9,13,4,10,1,4,0,0,0,20,39
32,4,379412,15,10,4,3,3,4,1,0,0,40,39
33,4,227325,7,12,4,8,1,4,1,0,0,60,34
66,6,293114,11,9,2,5,0,4,1,1409,0,40,39
23,4,175266,15,10,4,3,1,4,1,0,0,40,39
18,0,85154,2,8,4,0,3,1,0,0,0,24,11
18,4,228592,11,9,4,14,3,4,1,0,0,18,39
51,4,237295,15,10,0,8,1,4,0,0,0,40,39
58,4,27385,11,9,2,4,0,4,1,0,0,60,39
26,4,195327,11,9,4,12,3,4,1,0,0,40,39
28,4,179191,11,9,2,3,0,4,1,0,0,35,39
19,4,443809,11,9,4,8,2,4,1,0,0,30,39
25,4,1484705,15,10,0,4,4,4,0,0,0,25,39
33,4,149184,14,15,2,10,0,4,1,0,1977,50,39
25,2,125863,9,13,4,10,3,4,1,0,0,35,39
47,4,358465,15,10,0,1,1,4,0,0,0,40,39
17,4,98005,1,7,4,12,3,4,0,0,0,20,39
53,4,121618,5,4,4,14,1,0,1,0,0,40,39
57,1,250873,11,9,2,14,0,4,1,0,0,40,39
28,4,335542,11,9,2,8,5,4,0,0,1628,50,39
23,6,216129,7,12,4,3,1,4,1,0,0,30,39
42,4,262425,15,10,2,10,0,4,1,0,0,50,39
36,4,111128,11,9,5,3,3,4,1,0,0,40,39
42,4,274913,11,9,0,3,4,4,1,0,0,45,39
51,5,166459,8,11,2,4,0,4,1,0,0,40,39
23,4,201138,15,10,4,1,1,4,0,0,0,8,39
19,0,98283,15,10,4,0,3,1,1,0,0,32,39
22,4,390817,4,3,2,3,2,4,1,0,0,40,26
42,4,36999,15,10,0,3,1,4,1,3325,0,40,39
30,4,161572,11,9,2,8,5,4,0,0,0,45,39
27,4,224849,11,9,2,3,0,4,1,0,0,40,39
48,4,108557,9,13,2,13,5,4,0,99999,0,40,39
25,4,60485,15,10,4,1,3,4,0,0,0,30,39
39,4,150057,0,6,5,7,3,4,1,0,0,40,39
43,4,43945,15,10,2,3,0,4,1,0,0,40,39
25,4,344804,4,3,3,6,2,4,1,0,0,40,26
60,0,134152,6,5,0,0,1,2,1,0,0,35,39
28,4,122540,0,6,0,6,1,4,1,0,0,40,39
21,4,57711,11,9,4,9,1,4,0,0,0,40,39
21,0,134746,15,10,4,0,3,4,0,0,0,35,39
32,4,33678,15,10,2,14,0,4,1,0,0,50,39
24,0,174182,1,7,2,0,5,3,0,0,0,24,39
27,4,106935,15,10,5,12,1,4,1,0,0,40,39
54,7,32778,11,9,6,4,1,4,0,0,0,40,39
23,4,213719,7,12,4,12,3,2,0,0,0,36,39
38,4,119741,12,14,2,3,0,2,1,0,0,40,39
55,5,264453,8,11,0,4,4,4,1,0,0,30,39
17,4,172050,1,7,4,6,3,4,1,0,0,16,39
55,7,199713,9,13,2,10,0,4,1,0,0,15,39
39,4,33975,15,10,2,12,0,4,1,0,0,40,39
26,4,51961,15,10,4,11,1,2,1,0,0,55,30
17,0,166759,2,8,4,0,3,4,0,0,0,40,39
24,4,345066,11,9,4,6,1,2,0,0,0,50,39
18,4,446839,11,9,4,12,1,4,1,0,0,30,39
33,4,317660,15,10,2,3,0,4,1,0,0,40,39
62,4,177028,11,9,2,11,0,2,1,0,0,40,39
48,4,95661,15,10,4,1,1,4,0,0,0,43,39
58,2,303176,11,9,0,3,1,4,1,0,0,40,39
29,4,83003,11,9,2,8,5,4,0,0,0,40,39
37,6,164526,10,16,4,10,1,4,1,14084,0,45,39
33,4,215596,6,5,2,3,0,3,1,0,0,40,26
41,4,171351,15,10,2,3,0,4,1,0,0,40,39
26,0,408417,15,10,1,0,0,2,1,0,0,38,39
35,4,168817,11,9,4,7,1,4,1,0,0,40,39
17,4,156736,0,6,4,12,4,4,0,0,0,12,39
38,4,103323,11,9,0,7,1,4,1,0,0,40,39
37,4,21798,11,9,2,3,0,4,1,0,0,45,39
35,5,338320,11,9,2,4,0,4,1,0,0,50,39
59,2,105866,9,13,2,11,0,2,1,0,0,30,39
25,4,135845,15,10,4,1,3,4,0,0,0,40,39
49,4,213897,9,13,2,12,0,1,1,0,0,50,24
33,4,204557,11,9,2,3,0,4,1,0,0,40,39
33,4,280111,1,7,4,1,4,2,0,0,0,38,39
36,4,484024,11,9,0,7,4,4,1,0,0,40,39
38,4,305597,11,9,4,14,4,4,1,0,0,40,39
33,4,348592,11,9,4,3,1,4,1,0,0,40,39
50,4,193871,12,14,2,10,5,4,0,0,0,38,39
45,6,225456,9,13,2,4,0,4,1,0,0,50,39
21,4,98678,15,10,4,8,3,4,1,0,0,15,39
43,4,96483,11,9,0,8,3,1,0,0,0,40,35
62,4,91433,0,6,0,10,4,4,0,0,0,40,39
31,2,47276,9,13,2,8,0,4,1,0,0,38,39
36,4,108320,11,9,0,14,3,4,1,0,0,40,39
38,4,102178,11,9,2,14,0,4,1,0,0,50,39
47,1,402975,15,10,2,4,0,2,1,0,0,40,39
33,4,252708,2,8,4,12,2,4,0,0,0,40,26
38,4,189092,8,11,2,3,0,4,1,0,0,43,39
32,4,78283,2,8,4,14,4,1,1,0,0,40,39
46,4,160647,9,13,6,13,4,4,0,0,0,38,39
23,4,124802,15,10,4,7,1,2,0,0,0,40,39
44,4,104196,12,14,2,4,0,4,1,0,0,45,39
80,4,138737,11,9,0,1,2,4,0,0,0,20,39
55,4,401473,12,14,6,4,1,4,0,0,0,40,39
50,6,124793,11,9,2,3,0,4,1,0,0,30,39
29,6,109001,15,10,2,3,0,4,1,0,0,35,39
46,4,171335,15,10,0,4,1,4,1,0,0,40,39
31,4,234976,1,7,4,1,4,4,0,0,0,48,39
35,6,176101,11,9,2,5,0,4,1,0,0,80,39
50,4,178529,1,7,0,11,1,4,0,0,0,40,39
44,6,57233,11,9,2,5,0,4,1,0,0,50,39
22,4,183083,15,10,4,7,1,4,0,0,0,35,39
44,4,112507,15,10,2,12,0,4,1,0,0,40,39
18,4,198368,1,7,4,8,3,4,1,594,0,10,39
44,4,174283,11,9,2,3,0,4,1,0,0,40,39
21,4,166517,11,9,4,3,3,4,1,0,0,40,39
18,7,268520,11,9,4,1,3,4,0,0,0,40,39
42,4,99679,11,9,2,14,0,4,1,0,0,60,39
42,4,96321,15,10,2,12,0,4,1,0,0,50,39
50,4,185354,12,14,0,4,1,4,0,0,0,35,39
31,2,192565,12,14,2,10,0,4,1,0,0,90,39
45,4,192835,15,10,2,4,0,4,1,0,0,40,39
26,4,172013,11,9,4,3,3,4,1,0,0,40,39
26,4,304283,11,9,2,7,0,4,1,0,0,40,39
41,4,223548,11,9,4,3,4,4,1,0,0,40,26
35,4,190759,1,7,5,3,4,4,1,0,0,40,39
38,4,187711,15,10,2,3,0,4,1,0,0,43,39
17,7,179319,0,6,4,8,3,4,1,0,0,30,39
35,4,212195,11,9,2,13,5,4,0,0,0,35,39
29,4,274969,11,9,4,3,4,4,0,0,0,42,39
39,6,185366,7,12,2,3,0,4,1,0,0,35,39
28,4,206351,15,10,2,12,0,4,1,0,0,40,39
62,0,191188,11,9,2,0,0,4,1,0,0,40,39
26,7,121789,8,11,0,4,4,4,0,0,0,40,39
42,4,33155,11,9,2,7,0,4,1,0,0,45,39
22,4,282579,11,9,4,8,4,4,1,0,0,40,39
24,4,433580,15,10,2,1,0,4,1,0,0,40,39
39,4,187847,15,10,4,3,1,4,1,0,0,40,39
55,2,30636,11,9,2,3,0,4,1,4386,0,40,39
50,4,180607,11,9,4,1,3,4,0,0,0,40,39
54,4,76268,11,9,6,4,1,4,0,0,0,80,39
56,4,265518,15,10,2,10,0,4,1,0,0,45,39
62,6,285692,12,14,3,12,1,4,0,0,0,20,39
23,7,209744,11,9,4,1,1,4,1,0,0,38,39
40,4,135056,7,12,0,1,4,4,0,0,0,40,39
